Plot,Year,Tree,Browse,Height,Type
1,2008,1,1,115,5T
1,2008,2,1,130,5T
1,2008,3,1,113,5T
1,2008,4,1,110,5T
1,2008,5,0,132,5T
1,2009,1,1,200,5T
1,2009,2,0,208,5T
1,2009,3,0,218,5T
1,2009,4,0,240,5T
1,2009,5,0,260,5T
1,2010,1,0,305,5T
1,2010,2,0,300,5T
1,2010,3,0,317,5T
1,2010,4,0,307,5T
1,2010,5,0,309,5T
1,2011,1,1,305,5T
1,2011,2,1,345,5T
1,2011,3,0,325,5T
1,2011,4,0,360,5T
1,2011,5,0,320,5T
1,2012,1,0,344,5T
1,2012,2,0,305,5T
1,2012,3,0,360,5T
1,2012,4,0,358,5T
1,2012,5,0,372,5T
1,2013,1,0,330,5T
1,2013,2,0,425,5T
1,2013,3,0,373,5T
1,2013,4,0,382,5T
1,2013,5,0,390,5T
1,2014,1,0,400,5T
1,2014,2,0,400,5T
1,2014,3,0,400,5T
1,2014,4,0,385,5T
1,2014,5,0,381,5T
1,2017,1,0,500,5T
1,2017,2,0,500,5T
1,2017,3,0,500,5T
1,2017,4,0,500,5T
1,2017,5,0,500,5T
2,2007,1,1,87,5T
2,2007,2,1,84,5T
2,2007,3,1,82,5T
2,2007,4,1,86,5T
2,2007,5,0,85,5T
2,2008,1,1,102,5T
2,2008,2,1,80,5T
2,2008,3,1,76,5T
2,2008,4,1,80,5T
2,2008,5,0,76,5T
2,2009,1,1,86,5T
2,2009,2,1,84,5T
2,2009,3,1,84,5T
2,2009,4,1,74,5T
2,2009,5,1,82,5T
2,2010,1,1,104,5T
2,2010,2,1,114,5T
2,2010,3,1,92,5T
2,2010,4,1,87,5T
2,2010,5,1,84,5T
2,2011,1,1,130,5T
2,2011,2,1,105,5T
2,2011,3,1,117,5T
2,2011,4,1,137,5T
2,2011,5,1,120,5T
2,2012,1,1,135,5T
2,2012,2,1,157,5T
2,2012,3,0,147,5T
2,2012,4,0,131,5T
2,2012,5,0,149,5T
2,2013,1,1,120,5T
2,2013,2,0,100,5T
2,2013,3,0,110,5T
2,2013,4,0,120,5T
2,2013,5,0,122,5T
2,2014,1,1,96,5T
2,2014,2,1,113,5T
2,2014,3,1,112,5T
2,2014,4,1,124,5T
2,2014,5,1,118,5T
2,2016,1,1,155,5T
2,2016,2,1,144,5T
2,2016,3,0,180,5T
2,2016,4,0,145,5T
2,2016,5,0,141,5T
2,2017,1,1,184,5T
2,2017,2,0,184,5T
2,2017,3,0,187,5T
2,2017,4,0,189,5T
2,2017,5,0,179,5T
3,2007,1,1,220,5T
3,2007,2,1,217,5T
3,2007,3,1,225,5T
3,2007,4,0,224,5T
3,2007,5,0,245,5T
3,2008,1,0,250,5T
3,2008,2,0,242,5T
3,2008,3,0,260,5T
3,2008,4,0,202,5T
3,2008,5,0,350,5T
3,2009,1,0,400,5T
3,2009,2,0,400,5T
3,2009,3,0,400,5T
3,2009,4,0,400,5T
3,2009,5,0,460,5T
3,2010,1,0,400,5T
3,2010,2,0,400,5T
3,2010,3,0,400,5T
3,2010,4,0,400,5T
3,2010,5,0,400,5T
3,2012,1,0,500,5T
3,2012,2,0,500,5T
3,2012,3,0,500,5T
3,2012,4,0,500,5T
3,2012,5,0,500,5T
3,2013,1,0,500,5T
3,2013,2,0,500,5T
3,2013,3,0,500,5T
3,2013,4,0,500,5T
3,2013,5,0,500,5T
3,2014,1,0,425,5T
3,2014,2,0,425,5T
3,2014,3,0,425,5T
3,2014,4,0,425,5T
3,2014,5,0,425,5T
3,2016,1,0,450,5T
3,2016,2,0,450,5T
3,2016,3,0,450,5T
3,2016,4,0,450,5T
3,2016,5,0,450,5T
3,2017,1,0,600,5T
3,2017,2,0,600,5T
3,2017,3,0,600,5T
3,2017,4,0,600,5T
3,2017,5,0,600,5T
4,2007,1,0,279,5T
4,2007,2,0,380,5T
4,2007,3,0,450,5T
4,2007,4,0,360,5T
4,2007,5,0,255,5T
4,2008,1,0,405,5T
4,2008,2,0,440,5T
4,2008,3,0,450,5T
4,2008,4,0,390,5T
4,2008,5,0,320,5T
4,2009,1,0,400,5T
4,2009,2,0,380,5T
4,2009,3,0,340,5T
4,2009,4,0,350,5T
4,2009,5,0,345,5T
4,2010,1,0,400,5T
4,2010,2,0,400,5T
4,2010,3,0,400,5T
4,2010,4,0,400,5T
4,2010,5,0,400,5T
4,2011,1,0,325,5T
4,2011,2,0,325,5T
4,2011,3,0,325,5T
4,2011,4,0,325,5T
4,2011,5,0,325,5T
4,2012,1,0,500,5T
4,2012,2,0,500,5T
4,2012,3,0,500,5T
4,2012,4,0,500,5T
4,2012,5,0,500,5T
4,2013,1,0,450,5T
4,2013,2,0,450,5T
4,2013,3,0,450,5T
4,2013,4,0,450,5T
4,2013,5,0,450,5T
4,2014,1,0,450,5T
4,2014,2,0,450,5T
4,2014,3,0,450,5T
4,2014,4,0,450,5T
4,2014,5,0,450,5T
4,2016,1,0,500,5T
4,2016,2,0,500,5T
4,2016,3,0,500,5T
4,2016,4,0,500,5T
4,2016,5,0,500,5T
4,2017,1,0,500,5T
4,2017,2,0,500,5T
4,2017,3,0,500,5T
4,2017,4,0,500,5T
4,2017,5,0,500,5T
5,2007,1,0,350,5T
5,2007,2,0,350,5T
5,2007,3,0,350,5T
5,2007,4,0,350,5T
5,2007,5,0,350,5T
5,2008,1,0,350,5T
5,2008,2,0,350,5T
5,2008,3,0,350,5T
5,2008,4,0,350,5T
5,2008,5,0,350,5T
5,2009,1,0,550,5T
5,2009,2,0,550,5T
5,2009,3,0,550,5T
5,2009,4,0,550,5T
5,2009,5,0,550,5T
5,2010,1,0,420,5T
5,2010,2,0,420,5T
5,2010,3,0,420,5T
5,2010,4,0,420,5T
5,2010,5,0,420,5T
5,2011,1,0,425,5T
5,2011,2,0,425,5T
5,2011,3,0,425,5T
5,2011,4,0,425,5T
5,2011,5,0,425,5T
5,2012,1,0,500,5T
5,2012,2,0,500,5T
5,2012,3,0,500,5T
5,2012,4,0,500,5T
5,2012,5,0,500,5T
5,2013,1,0,500,5T
5,2013,2,0,500,5T
5,2013,3,0,500,5T
5,2013,4,0,500,5T
5,2013,5,0,500,5T
5,2014,1,0,500,5T
5,2014,2,0,500,5T
5,2014,3,0,500,5T
5,2014,4,0,500,5T
5,2014,5,0,500,5T
5,2016,1,0,550,5T
5,2016,2,0,550,5T
5,2016,3,0,550,5T
5,2016,4,0,550,5T
5,2016,5,0,550,5T
5,2017,1,0,600,5T
5,2017,2,0,600,5T
5,2017,3,0,600,5T
5,2017,4,0,600,5T
5,2017,5,0,600,5T
6,2008,1,0,120,5T
6,2008,2,0,113,5T
6,2008,3,0,120,5T
6,2008,4,0,116,5T
6,2008,5,0,112,5T
6,2009,1,1,107,5T
6,2009,2,1,134,5T
6,2009,3,1,139,5T
6,2009,4,1,128,5T
6,2009,5,0,135,5T
6,2010,1,1,147,5T
6,2010,2,1,138,5T
6,2010,3,1,136,5T
6,2010,4,1,117,5T
6,2010,5,1,121,5T
6,2011,1,0,190,5T
6,2011,2,0,160,5T
6,2011,3,0,165,5T
6,2011,4,0,160,5T
6,2011,5,0,165,5T
6,2012,1,0,212,5T
6,2012,2,0,200,5T
6,2012,3,0,175,5T
6,2012,4,0,150,5T
6,2012,5,0,166,5T
6,2013,1,0,210,5T
6,2013,2,0,195,5T
6,2013,3,0,212,5T
6,2013,4,0,242,5T
6,2013,5,0,235,5T
6,2014,1,1,227,5T
6,2014,2,0,202,5T
6,2014,3,0,240,5T
6,2014,4,0,238,5T
6,2014,5,0,245,5T
6,2016,1,0,273,5T
6,2016,2,0,258,5T
6,2016,3,0,265,5T
6,2016,4,0,297,5T
6,2016,5,0,306,5T
6,2017,1,0,325,5T
6,2017,2,0,325,5T
6,2017,3,0,325,5T
6,2017,4,0,325,5T
6,2017,5,0,325,5T
7,2008,1,1,50,5T
7,2008,2,1,34,5T
7,2008,3,0,45,5T
7,2008,4,0,51,5T
7,2008,5,0,52,5T
7,2009,1,1,61,5T
7,2009,2,1,58,5T
7,2009,3,1,49,5T
7,2009,4,1,44,5T
7,2009,5,0,46,5T
7,2010,1,1,47,5T
7,2010,2,1,43,5T
7,2010,3,1,40,5T
7,2010,4,1,45,5T
7,2010,5,1,40,5T
7,2011,1,1,103,5T
7,2011,2,1,108,5T
7,2011,3,1,96,5T
7,2011,4,1,63,5T
7,2011,5,1,64,5T
7,2012,1,1,89,5T
7,2012,2,1,94,5T
7,2012,3,1,70,5T
7,2012,4,1,77,5T
7,2012,5,1,91,5T
7,2013,1,1,97,5T
7,2013,2,1,93,5T
7,2013,3,1,82,5T
7,2013,4,1,83,5T
7,2013,5,0,80,5T
7,2014,1,1,66,5T
7,2014,2,1,85,5T
7,2014,3,1,79,5T
7,2014,4,1,65,5T
7,2014,5,1,70,5T
7,2016,1,1,99,5T
7,2016,2,1,95,5T
7,2016,3,0,100,5T
7,2016,4,0,83,5T
7,2016,5,0,88,5T
7,2017,1,1,117,5T
7,2017,2,1,125,5T
7,2017,3,1,126,5T
7,2017,4,1,117,5T
7,2017,5,1,96,5T
8,2007,1,1,75,5T
8,2007,2,1,89,5T
8,2007,3,1,85,5T
8,2007,4,1,89,5T
8,2007,5,1,80,5T
8,2008,1,1,141,5T
8,2008,2,1,118,5T
8,2008,3,1,88,5T
8,2008,4,0,78,5T
8,2008,5,0,86,5T
8,2009,1,1,161,5T
8,2009,2,1,112,5T
8,2009,3,1,115,5T
8,2009,4,1,96,5T
8,2009,5,0,138,5T
8,2010,1,1,69,5T
8,2010,2,1,50,5T
8,2010,3,1,45,5T
8,2010,4,0,87,5T
8,2010,5,0,75,5T
8,2011,1,1,139,5T
8,2011,2,1,104,5T
8,2011,3,1,132,5T
8,2011,4,1,121,5T
8,2011,5,1,103,5T
8,2012,1,1,69,5T
8,2012,2,1,54,5T
8,2012,3,1,59,5T
8,2012,4,1,54,5T
8,2012,5,0,72,5T
8,2013,1,0,156,5T
8,2013,2,0,165,5T
8,2013,3,0,134,5T
8,2013,4,0,137,5T
8,2013,5,0,125,5T
8,2014,1,0,183,5T
8,2014,2,0,151,5T
8,2014,3,0,165,5T
8,2014,4,0,130,5T
8,2014,5,0,157,5T
8,2016,1,0,190,5T
8,2016,2,0,215,5T
8,2016,3,0,160,5T
8,2016,4,0,205,5T
8,2016,5,0,160,5T
8,2017,1,0,195,5T
8,2017,2,0,215,5T
8,2017,3,0,194,5T
8,2017,4,0,220,5T
8,2017,5,0,212,5T
9,2007,1,1,92,5T
9,2007,2,0,81,5T
9,2007,3,0,106,5T
9,2007,4,0,86,5T
9,2007,5,0,68,5T
9,2008,1,1,85,5T
9,2008,2,1,100,5T
9,2008,3,0,118,5T
9,2008,4,0,90,5T
9,2008,5,0,96,5T
9,2009,1,1,95,5T
9,2009,2,1,115,5T
9,2009,3,1,113,5T
9,2009,4,0,115,5T
9,2009,5,0,99,5T
9,2010,1,1,131,5T
9,2010,2,1,127,5T
9,2010,3,0,111,5T
9,2010,4,0,151,5T
9,2010,5,0,146,5T
9,2011,1,1,143,5T
9,2011,2,0,152,5T
9,2011,3,0,145,5T
9,2011,4,0,145,5T
9,2011,5,0,159,5T
9,2012,1,1,145,5T
9,2012,2,1,135,5T
9,2012,3,1,125,5T
9,2012,4,0,134,5T
9,2012,5,0,128,5T
9,2013,1,1,120,5T
9,2013,2,0,183,5T
9,2013,3,0,195,5T
9,2013,4,0,167,5T
9,2013,5,0,148,5T
9,2014,1,0,196,5T
9,2014,2,0,140,5T
9,2014,3,0,140,5T
9,2014,4,0,153,5T
9,2014,5,0,147,5T
9,2016,1,1,205,5T
9,2016,2,1,190,5T
9,2016,3,0,186,5T
9,2016,4,0,170,5T
9,2016,5,0,162,5T
9,2017,1,1,165,5T
9,2017,2,1,125,5T
9,2017,3,1,167,5T
9,2017,4,1,144,5T
9,2017,5,0,284,5T
10,2007,1,1,52,5T
10,2007,2,1,54,5T
10,2007,3,1,70,5T
10,2007,4,1,53,5T
10,2007,5,1,65,5T
10,2008,1,1,65,5T
10,2008,2,1,60,5T
10,2008,3,1,50,5T
10,2008,4,1,75,5T
10,2008,5,1,59,5T
10,2009,1,1,96,5T
10,2009,2,1,96,5T
10,2009,3,1,80,5T
10,2009,4,0,110,5T
10,2009,5,0,77,5T
10,2011,1,1,65,5T
10,2011,2,1,65,5T
10,2011,3,1,60,5T
10,2011,4,1,65,5T
10,2011,5,1,71,5T
10,2012,1,1,55,5T
10,2012,2,1,54,5T
10,2012,3,1,53,5T
10,2012,4,1,62,5T
10,2012,5,1,51,5T
10,2013,1,1,64,5T
10,2013,2,1,55,5T
10,2013,3,1,55,5T
10,2013,4,1,56,5T
10,2013,5,1,52,5T
10,2014,1,1,53,5T
10,2014,2,1,62,5T
10,2014,3,1,68,5T
10,2014,4,1,47,5T
10,2014,5,1,47,5T
10,2016,1,1,65,5T
10,2016,2,1,51,5T
10,2016,3,1,52,5T
10,2016,4,1,51,5T
10,2016,5,1,53,5T
11,2009,1,1,150,5T
11,2009,2,1,127,5T
11,2009,3,1,110,5T
11,2009,4,1,106,5T
11,2009,5,0,125,5T
11,2010,1,1,127,5T
11,2010,2,1,133,5T
11,2010,3,1,128,5T
11,2010,4,1,101,5T
11,2010,5,1,140,5T
11,2011,1,1,130,5T
11,2011,2,1,143,5T
11,2011,3,1,133,5T
11,2011,4,1,113,5T
11,2011,5,1,108,5T
11,2012,1,1,102,5T
11,2012,2,1,140,5T
11,2012,3,1,136,5T
11,2012,4,1,125,5T
11,2012,5,1,113,5T
11,2013,1,1,141,5T
11,2013,2,1,162,5T
11,2013,3,1,107,5T
11,2013,4,1,132,5T
11,2013,5,1,151,5T
11,2016,1,1,145,5T
11,2016,2,1,242,5T
11,2016,3,0,144,5T
11,2016,4,0,145,5T
11,2016,5,0,290,5T
11,2017,1,1,161,5T
11,2017,2,1,140,5T
11,2017,3,1,137,5T
11,2017,4,1,140,5T
11,2017,5,0,150,5T
12,2009,1,1,123,5T
12,2009,2,1,105,5T
12,2009,3,1,110,5T
12,2009,4,1,100,5T
12,2009,5,1,118,5T
12,2010,1,1,123,5T
12,2010,2,1,139,5T
12,2010,3,1,137,5T
12,2010,4,1,132,5T
12,2010,5,1,133,5T
12,2011,1,0,154,5T
12,2011,2,0,161,5T
12,2011,3,0,141,5T
12,2011,4,0,175,5T
12,2011,5,0,138,5T
12,2012,1,1,140,5T
12,2012,2,1,149,5T
12,2012,3,1,142,5T
12,2012,4,1,145,5T
12,2012,5,0,135,5T
12,2013,1,1,162,5T
12,2013,2,1,189,5T
12,2013,3,1,177,5T
12,2013,4,1,182,5T
12,2013,5,0,169,5T
12,2016,1,0,255,5T
12,2016,2,0,280,5T
12,2016,3,0,275,5T
12,2016,4,0,305,5T
12,2016,5,0,262,5T
12,2017,1,0,265,5T
12,2017,2,0,325,5T
12,2017,3,0,300,5T
12,2017,4,0,280,5T
12,2017,5,0,310,5T
13,2009,1,1,215,5T
13,2009,2,1,190,5T
13,2009,3,1,185,5T
13,2009,4,1,222,5T
13,2009,5,0,195,5T
13,2010,1,0,243,5T
13,2010,2,0,250,5T
13,2010,3,0,232,5T
13,2010,4,0,238,5T
13,2010,5,0,215,5T
13,2011,1,0,275,5T
13,2011,2,0,300,5T
13,2011,3,0,325,5T
13,2011,4,0,325,5T
13,2011,5,0,280,5T
13,2012,1,0,342,5T
13,2012,2,0,305,5T
13,2012,3,0,305,5T
13,2012,4,0,285,5T
13,2012,5,0,335,5T
13,2013,1,0,350,5T
13,2013,2,0,350,5T
13,2013,3,0,350,5T
13,2013,4,0,350,5T
13,2013,5,0,350,5T
13,2016,1,0,340,5T
13,2016,2,0,500,5T
13,2016,3,0,500,5T
13,2016,4,0,420,5T
13,2016,5,0,450,5T
13,2017,1,0,400,5T
13,2017,2,0,400,5T
13,2017,3,0,400,5T
13,2017,4,0,400,5T
13,2017,5,0,400,5T
14,2009,1,1,217,5T
14,2009,2,1,187,5T
14,2009,3,1,214,5T
14,2009,4,1,205,5T
14,2009,5,0,215,5T
14,2010,1,0,215,5T
14,2010,2,0,220,5T
14,2010,3,0,247,5T
14,2010,4,0,216,5T
14,2010,5,0,235,5T
14,2011,1,0,265,5T
14,2011,2,0,263,5T
14,2011,3,0,263,5T
14,2011,4,0,260,5T
14,2011,5,0,275,5T
14,2012,1,0,325,5T
14,2012,2,0,300,5T
14,2012,3,0,297,5T
14,2012,4,0,300,5T
14,2012,5,0,300,5T
14,2013,1,0,325,5T
14,2013,2,0,325,5T
14,2013,3,0,325,5T
14,2013,4,0,325,5T
14,2013,5,0,325,5T
14,2016,1,0,550,5T
14,2016,2,0,550,5T
14,2016,3,0,550,5T
14,2016,4,0,550,5T
14,2016,5,0,550,5T
15,2009,1,0,50,5T
15,2009,2,0,31,5T
15,2009,3,0,25,5T
15,2009,4,0,20,5T
15,2009,5,0,15,5T
15,2011,1,1,21,5T
15,2011,2,1,25,5T
15,2011,3,1,24,5T
15,2011,4,0,25,5T
15,2011,5,0,23,5T
15,2012,1,1,45,5T
15,2012,2,1,37,5T
15,2012,3,1,35,5T
15,2012,4,1,22,5T
15,2012,5,1,39,5T
15,2013,1,1,36,5T
15,2013,2,1,40,5T
15,2013,3,1,40,5T
15,2013,4,1,42,5T
15,2013,5,1,36,5T
15,2014,1,1,39,5T
15,2014,2,1,43,5T
15,2014,3,1,38,5T
15,2014,4,1,39,5T
15,2014,5,1,41,5T
15,2016,1,1,32,5T
15,2016,2,1,28,5T
15,2016,3,1,51,5T
15,2016,4,1,47,5T
15,2016,5,1,40,5T
15,2017,1,0,36,5T
16,2007,1,1,25,5T
16,2007,2,1,35,5T
16,2007,3,1,22,5T
16,2007,4,1,15,5T
16,2008,1,1,56,5T
16,2008,2,1,52,5T
16,2008,3,1,46,5T
16,2008,4,1,51,5T
16,2008,5,0,50,5T
16,2009,1,1,52,5T
16,2009,2,1,61,5T
16,2009,3,1,55,5T
16,2009,4,1,42,5T
16,2009,5,1,50,5T
16,2011,1,1,26,5T
16,2011,2,1,25,5T
16,2011,3,1,20,5T
16,2011,4,1,23,5T
16,2011,5,1,25,5T
16,2012,1,1,42,5T
16,2012,2,1,37,5T
16,2012,3,1,37,5T
16,2012,4,0,62,5T
16,2012,5,0,66,5T
16,2013,1,1,30,5T
16,2013,2,1,51,5T
16,2013,3,1,37,5T
16,2013,4,1,24,5T
16,2013,5,0,28,5T
16,2014,1,1,38,5T
16,2014,2,1,49,5T
16,2014,3,1,29,5T
16,2014,4,1,26,5T
16,2014,5,1,24,5T
16,2016,1,1,27,5T
16,2016,2,1,31,5T
16,2016,3,1,12,5T
16,2016,4,1,26,5T
16,2016,5,1,28,5T
16,2017,1,0,23,5T
16,2017,2,0,33,5T
16,2017,3,0,52,5T
16,2017,4,0,61,5T
17,2007,1,1,103,5T
17,2007,2,1,92,5T
17,2007,3,1,92,5T
17,2007,4,1,90,5T
17,2007,5,1,95,5T
17,2008,1,1,127,5T
17,2008,2,1,105,5T
17,2008,3,1,110,5T
17,2008,4,1,110,5T
17,2008,5,1,120,5T
17,2009,1,1,171,5T
17,2009,2,1,137,5T
17,2009,3,1,136,5T
17,2009,4,0,135,5T
17,2009,5,0,151,5T
17,2010,1,1,171,5T
17,2010,2,1,171,5T
17,2010,3,0,187,5T
17,2010,4,0,153,5T
17,2010,5,0,180,5T
17,2011,1,1,185,5T
17,2011,2,1,158,5T
17,2011,3,0,145,5T
17,2011,4,0,125,5T
17,2011,5,0,155,5T
17,2013,1,1,204,5T
17,2013,2,0,157,5T
17,2013,3,0,165,5T
17,2013,4,0,203,5T
17,2013,5,0,182,5T
17,2014,1,0,238,5T
17,2014,2,0,223,5T
17,2014,3,0,204,5T
17,2014,4,0,209,5T
17,2014,5,0,193,5T
17,2016,1,0,262,5T
17,2016,2,0,235,5T
17,2016,3,0,256,5T
17,2016,4,0,280,5T
17,2016,5,0,275,5T
17,2017,1,0,295,5T
17,2017,2,0,304,5T
17,2017,3,0,350,5T
17,2017,4,0,327,5T
17,2017,5,0,305,5T
18,2007,1,1,80,5T
18,2007,2,1,36,5T
18,2007,3,1,34,5T
18,2007,4,0,38,5T
18,2007,5,0,31,5T
18,2008,1,1,50,5T
18,2008,2,1,40,5T
18,2008,3,1,28,5T
18,2008,4,1,26,5T
18,2008,5,0,36,5T
18,2009,1,1,39,5T
18,2009,2,1,27,5T
18,2009,3,1,26,5T
18,2009,4,1,25,5T
18,2009,5,1,24,5T
18,2011,1,0,42,5T
18,2011,2,0,31,5T
18,2011,3,0,25,5T
18,2011,4,0,110,5T
18,2011,5,0,150,5T
18,2012,1,1,47,5T
18,2012,2,1,37,5T
18,2012,3,1,35,5T
18,2012,4,1,35,5T
18,2012,5,1,30,5T
18,2013,1,1,42,5T
18,2013,2,1,24,5T
18,2013,3,1,42,5T
18,2013,4,1,32,5T
18,2013,5,1,32,5T
18,2014,1,1,30,5T
18,2014,2,1,25,5T
18,2014,3,1,26,5T
18,2014,4,1,24,5T
18,2014,5,0,44,5T
18,2016,1,1,31,5T
18,2016,2,1,25,5T
18,2016,3,1,20,5T
18,2016,4,1,45,5T
18,2016,5,0,24,5T
18,2017,1,0,27,5T
18,2017,2,0,18,5T
18,2017,3,0,23,5T
18,2017,4,0,27,5T
18,2017,5,0,17,5T
19,2007,1,1,27,5T
19,2007,2,1,23,5T
19,2007,3,1,22,5T
19,2007,4,1,25,5T
19,2007,5,0,36,5T
19,2009,1,1,36,5T
19,2009,2,0,65,5T
19,2009,3,0,40,5T
19,2009,4,0,38,5T
19,2009,5,0,35,5T
19,2011,1,1,45,5T
19,2011,2,1,45,5T
19,2011,3,1,73,5T
19,2011,4,1,45,5T
19,2011,5,1,51,5T
19,2012,1,1,45,5T
19,2012,2,1,37,5T
19,2012,3,1,65,5T
19,2012,4,1,47,5T
19,2012,5,1,37,5T
19,2014,1,1,42,5T
19,2014,2,1,36,5T
19,2014,3,1,36,5T
19,2014,4,0,22,5T
19,2014,5,0,41,5T
19,2016,1,1,37,5T
19,2016,2,1,35,5T
20,2007,1,1,85,5T
20,2007,2,1,91,5T
20,2007,3,1,119,5T
20,2007,4,1,134,5T
20,2007,5,1,114,5T
20,2008,1,1,105,5T
20,2008,2,1,99,5T
20,2008,3,1,141,5T
20,2008,4,1,112,5T
20,2008,5,1,93,5T
20,2009,1,1,148,5T
20,2009,2,1,146,5T
20,2009,3,0,145,5T
20,2009,4,0,141,5T
20,2009,5,0,169,5T
20,2010,1,1,171,5T
20,2010,2,0,182,5T
20,2010,3,0,181,5T
20,2010,4,0,178,5T
20,2010,5,0,185,5T
20,2011,1,1,205,5T
20,2011,2,1,192,5T
20,2011,3,1,235,5T
20,2011,4,0,228,5T
20,2011,5,0,199,5T
20,2012,1,1,186,5T
20,2012,2,1,225,5T
20,2012,3,0,255,5T
20,2012,4,0,290,5T
20,2012,5,0,205,5T
20,2013,1,0,295,5T
20,2013,2,0,260,5T
20,2013,3,0,280,5T
20,2013,4,0,285,5T
20,2013,5,0,275,5T
20,2014,1,0,310,5T
20,2014,2,0,325,5T
20,2014,3,0,295,5T
20,2014,4,0,306,5T
20,2014,5,0,282,5T
20,2016,1,0,550,5T
20,2016,2,0,550,5T
20,2016,3,0,550,5T
20,2016,4,0,550,5T
20,2016,5,0,550,5T
20,2017,1,0,600,5T
20,2017,2,0,500,5T
20,2017,3,0,600,5T
20,2017,4,0,600,5T
20,2017,5,0,600,5T
21,2007,1,1,102,5T
21,2007,2,1,110,5T
21,2007,3,1,109,5T
21,2007,4,1,143,5T
21,2007,5,1,121,5T
21,2008,1,1,151,5T
21,2008,2,1,149,5T
21,2008,3,1,172,5T
21,2008,4,1,148,5T
21,2008,5,0,155,5T
21,2009,1,1,165,5T
21,2009,2,1,153,5T
21,2009,3,1,173,5T
21,2009,4,0,192,5T
21,2009,5,0,212,5T
21,2010,1,1,266,5T
21,2010,2,1,235,5T
21,2010,3,1,206,5T
21,2010,4,0,270,5T
21,2010,5,0,250,5T
21,2011,1,0,274,5T
21,2011,2,0,289,5T
21,2011,3,0,265,5T
21,2011,4,0,295,5T
21,2011,5,0,325,5T
21,2012,1,0,400,5T
21,2012,2,0,350,5T
21,2012,3,0,350,5T
21,2012,4,0,350,5T
21,2012,5,0,350,5T
21,2013,1,0,313,5T
21,2013,2,0,354,5T
21,2013,3,0,400,5T
21,2013,4,0,378,5T
21,2013,5,0,273,5T
21,2014,1,0,320,5T
21,2014,2,0,425,5T
21,2014,3,0,425,5T
21,2014,4,0,358,5T
21,2014,5,0,384,5T
21,2016,1,0,400,5T
21,2016,2,0,400,5T
21,2016,3,0,320,5T
21,2016,4,0,355,5T
21,2016,5,0,392,5T
21,2017,1,0,600,5T
21,2017,2,0,600,5T
21,2017,3,0,600,5T
21,2017,4,0,600,5T
21,2017,5,0,600,5T
22,2007,1,1,67,5T
22,2007,2,1,61,5T
22,2007,3,1,65,5T
22,2007,4,1,62,5T
22,2007,5,1,56,5T
22,2008,1,1,130,5T
22,2008,2,1,151,5T
22,2008,3,1,169,5T
22,2008,4,1,145,5T
22,2008,5,1,180,5T
22,2009,1,1,159,5T
22,2009,2,1,154,5T
22,2009,3,1,150,5T
22,2009,4,1,189,5T
22,2009,5,1,187,5T
22,2010,1,1,182,5T
22,2010,2,1,187,5T
22,2010,3,1,192,5T
22,2010,4,0,189,5T
22,2010,5,0,212,5T
22,2011,1,1,205,5T
22,2011,2,1,206,5T
22,2011,3,0,230,5T
22,2011,4,0,221,5T
22,2011,5,0,250,5T
22,2012,1,1,253,5T
22,2012,2,0,305,5T
22,2012,3,0,280,5T
22,2012,4,0,325,5T
22,2012,5,0,315,5T
22,2013,1,0,320,5T
22,2013,2,0,330,5T
22,2013,3,0,340,5T
22,2013,4,0,335,5T
22,2013,5,0,327,5T
22,2014,1,0,360,5T
22,2014,2,0,365,5T
22,2014,3,0,360,5T
22,2014,4,0,394,5T
22,2014,5,0,410,5T
22,2016,1,0,460,5T
22,2016,2,0,550,5T
22,2016,3,0,480,5T
22,2016,4,0,475,5T
22,2016,5,0,480,5T
22,2017,1,0,400,5T
22,2017,2,0,400,5T
22,2017,3,0,400,5T
22,2017,4,0,400,5T
22,2017,5,0,400,5T
23,2009,1,1,85,5T
23,2009,2,1,66,5T
23,2009,3,1,92,5T
23,2009,4,1,72,5T
23,2009,5,0,75,5T
23,2010,1,1,106,5T
23,2010,2,1,111,5T
23,2010,3,1,84,5T
23,2010,4,1,87,5T
23,2010,5,1,88,5T
23,2011,1,1,137,5T
23,2011,2,1,142,5T
23,2011,3,1,97,5T
23,2011,4,1,95,5T
23,2011,5,1,84,5T
23,2012,1,1,156,5T
23,2012,2,1,132,5T
23,2012,3,1,97,5T
23,2012,4,1,105,5T
23,2012,5,1,95,5T
23,2013,1,1,95,5T
23,2013,2,1,105,5T
23,2013,3,1,125,5T
23,2013,4,0,120,5T
23,2013,5,0,97,5T
23,2014,1,1,131,5T
23,2014,2,1,125,5T
23,2014,3,1,109,5T
23,2014,4,1,119,5T
23,2014,5,0,118,5T
23,2016,1,1,120,5T
23,2016,2,1,120,5T
23,2016,3,1,125,5T
23,2016,4,1,142,5T
23,2016,5,1,105,5T
23,2017,1,1,98,5T
23,2017,2,1,110,5T
23,2017,3,1,116,5T
23,2017,4,1,106,5T
23,2017,5,1,120,5T
24,2008,1,1,114,5T
24,2008,2,1,104,5T
24,2008,3,1,120,5T
24,2008,4,1,123,5T
24,2008,5,1,119,5T
24,2009,1,1,175,5T
24,2009,2,1,172,5T
24,2009,3,1,175,5T
24,2009,4,1,257,5T
24,2009,5,0,240,5T
24,2011,1,1,260,5T
24,2011,2,0,325,5T
24,2011,3,0,270,5T
24,2011,4,0,325,5T
24,2011,5,0,325,5T
24,2012,1,0,325,5T
24,2012,2,0,325,5T
