Plot,Year,Tree,Browse,Height,Type
86,2013,3,1,62,5T
86,2013,4,0,34,5T
86,2013,5,0,15,5T
86,2014,1,1,42,5T
86,2014,2,1,57,5T
86,2014,3,1,89,5T
86,2014,4,1,75,5T
86,2014,5,1,106,5T
86,2016,1,1,203,5T
86,2016,2,0,223,5T
86,2016,3,0,225,5T
86,2016,4,0,217,5T
86,2016,5,0,232,5T
86,2017,1,1,254,5T
86,2017,2,1,270,5T
86,2017,3,1,255,5T
86,2017,4,0,257,5T
86,2017,5,0,290,5T
87,2007,1,1,85,5T
87,2007,2,1,95,5T
87,2007,3,1,97,5T
87,2007,4,1,108,5T
87,2007,5,0,90,5T
87,2008,1,1,120,5T
87,2008,2,1,120,5T
87,2008,3,1,113,5T
87,2008,4,0,140,5T
87,2008,5,0,125,5T
87,2009,1,1,145,5T
87,2009,2,1,135,5T
87,2009,3,1,135,5T
87,2009,4,1,137,5T
87,2009,5,1,125,5T
87,2010,1,1,152,5T
87,2010,2,1,151,5T
87,2010,3,1,150,5T
87,2010,4,1,151,5T
87,2010,5,0,171,5T
87,2011,1,1,110,5T
87,2011,2,1,105,5T
87,2011,3,1,135,5T
87,2011,4,1,110,5T
87,2011,5,0,110,5T
87,2012,1,1,135,5T
87,2012,2,1,131,5T
87,2012,3,1,125,5T
87,2012,4,1,117,5T
87,2012,5,1,129,5T
87,2013,1,1,150,5T
87,2013,2,1,172,5T
87,2013,3,1,125,5T
87,2013,4,1,160,5T
87,2013,5,1,138,5T
87,2014,1,1,160,5T
87,2014,2,1,178,5T
87,2014,3,1,170,5T
87,2014,4,1,172,5T
87,2014,5,0,180,5T
87,2016,1,0,220,5T
87,2016,2,0,235,5T
87,2016,3,0,192,5T
87,2016,4,0,185,5T
87,2016,5,0,285,5T
87,2017,1,1,154,5T
87,2017,2,1,163,5T
87,2017,3,1,171,5T
87,2017,4,1,147,5T
87,2017,5,0,177,5T
88,2007,1,1,127,5T
88,2007,2,1,147,5T
88,2007,3,1,147,5T
88,2007,4,1,147,5T
88,2007,5,0,145,5T
88,2008,1,1,145,5T
88,2008,2,1,145,5T
88,2008,3,1,165,5T
88,2008,4,1,151,5T
88,2008,5,1,169,5T
88,2009,1,1,230,5T
88,2009,2,1,209,5T
88,2009,3,0,210,5T
88,2009,4,0,231,5T
88,2009,5,0,225,5T
88,2010,1,0,255,5T
88,2010,2,0,260,5T
88,2010,3,0,250,5T
88,2010,4,0,257,5T
88,2010,5,0,249,5T
88,2011,1,0,305,5T
88,2011,2,0,305,5T
88,2011,3,0,360,5T
88,2011,4,0,320,5T
88,2011,5,0,325,5T
88,2012,1,0,325,5T
88,2012,2,0,337,5T
88,2012,3,0,310,5T
88,2012,4,0,315,5T
88,2012,5,0,305,5T
88,2013,1,1,160,5T
88,2013,2,0,350,5T
88,2013,3,0,325,5T
88,2013,4,0,263,5T
88,2013,5,0,192,5T
88,2014,1,0,280,5T
88,2014,2,0,390,5T
88,2014,3,0,274,5T
88,2014,4,0,242,5T
88,2014,5,0,240,5T
88,2016,1,0,500,5T
88,2016,2,0,500,5T
88,2016,3,0,500,5T
88,2016,4,0,500,5T
88,2016,5,0,500,5T
88,2017,1,0,500,5T
88,2017,2,0,500,5T
88,2017,3,0,500,5T
88,2017,4,0,500,5T
88,2017,5,0,500,5T
89,2007,1,1,40,5T
89,2007,2,1,25,5T
89,2007,3,1,35,5T
89,2007,4,0,50,5T
89,2007,5,0,20,5T
90,2007,1,1,73,5T
90,2007,2,1,78,5T
90,2007,3,1,80,5T
90,2007,4,1,75,5T
90,2007,5,1,70,5T
90,2008,1,1,85,5T
90,2008,2,1,100,5T
90,2008,3,1,130,5T
90,2008,4,0,95,5T
90,2008,5,0,120,5T
90,2009,1,1,110,5T
90,2009,2,1,110,5T
90,2009,3,1,105,5T
90,2009,4,1,120,5T
90,2009,5,0,113,5T
90,2010,1,1,151,5T
90,2010,2,1,133,5T
90,2010,3,1,151,5T
90,2010,4,1,136,5T
90,2010,5,0,125,5T
90,2011,1,1,110,5T
90,2011,2,1,125,5T
90,2011,3,1,131,5T
90,2011,4,1,125,5T
90,2011,5,0,120,5T
90,2012,1,1,127,5T
90,2012,2,1,141,5T
90,2012,3,1,140,5T
90,2012,4,1,128,5T
90,2012,5,1,133,5T
90,2013,1,1,145,5T
90,2013,2,1,135,5T
90,2013,3,1,146,5T
90,2013,4,1,143,5T
90,2013,5,1,121,5T
90,2014,1,1,135,5T
90,2014,2,1,141,5T
90,2014,3,1,142,5T
90,2014,4,1,145,5T
90,2014,5,0,138,5T
90,2016,1,1,196,5T
90,2016,2,1,180,5T
90,2016,3,0,172,5T
90,2016,4,0,165,5T
90,2016,5,0,187,5T
90,2017,1,1,125,5T
90,2017,2,1,161,5T
90,2017,3,1,166,5T
90,2017,4,1,154,5T
90,2017,5,0,230,5T
91,2007,1,1,64,5T
91,2007,2,1,63,5T
91,2007,3,1,59,5T
91,2007,4,1,58,5T
91,2007,5,0,82,5T
91,2009,1,1,91,5T
91,2009,2,0,120,5T
91,2009,3,0,102,5T
91,2009,4,0,94,5T
91,2009,5,0,97,5T
91,2010,1,1,112,5T
91,2010,2,1,113,5T
91,2010,3,1,125,5T
91,2010,4,1,142,5T
91,2010,5,0,125,5T
91,2011,1,1,152,5T
91,2011,2,1,120,5T
91,2011,3,1,156,5T
91,2011,4,1,137,5T
91,2011,5,0,125,5T
91,2012,1,1,145,5T
91,2012,2,0,147,5T
91,2012,3,0,125,5T
91,2012,4,0,120,5T
91,2012,5,0,112,5T
91,2013,1,1,165,5T
91,2013,2,0,185,5T
91,2013,3,0,163,5T
91,2013,4,0,159,5T
91,2013,5,0,143,5T
91,2016,1,1,180,5T
91,2016,2,1,194,5T
91,2016,3,1,138,5T
91,2016,4,0,127,5T
91,2016,5,0,151,5T
91,2017,1,0,246,5T
91,2017,2,0,218,5T
91,2017,3,0,214,5T
91,2017,4,0,224,5T
91,2017,5,0,229,5T
92,2007,1,0,36,5T
92,2007,2,0,20,5T
92,2007,3,0,13,5T
92,2007,4,0,12,5T
92,2007,5,0,30,5T
92,2008,1,1,95,5T
92,2008,2,1,114,5T
92,2008,3,1,109,5T
92,2008,4,1,110,5T
92,2008,5,0,85,5T
92,2009,1,1,53,5T
92,2009,2,1,56,5T
92,2009,3,0,80,5T
92,2009,4,0,55,5T
92,2009,5,0,40,5T
92,2012,1,1,42,5T
92,2012,2,1,33,5T
92,2012,3,0,40,5T
92,2012,4,0,33,5T
92,2012,5,0,32,5T
92,2013,1,1,43,5T
92,2013,2,1,42,5T
92,2013,3,1,38,5T
92,2013,4,1,38,5T
92,2013,5,1,37,5T
92,2014,1,1,47,5T
92,2014,2,1,40,5T
92,2014,3,1,39,5T
92,2014,4,1,38,5T
92,2014,5,1,32,5T
92,2016,1,1,39,5T
92,2016,2,1,28,5T
92,2016,3,1,25,5T
92,2016,4,1,47,5T
92,2016,5,1,52,5T
93,2008,1,1,135,5T
93,2008,2,1,129,5T
93,2008,3,1,127,5T
93,2008,4,1,137,5T
93,2008,5,1,140,5T
93,2009,1,1,167,5T
93,2009,2,1,148,5T
93,2009,3,0,172,5T
93,2009,4,0,160,5T
93,2009,5,0,190,5T
93,2010,1,0,217,5T
93,2010,2,0,192,5T
93,2010,3,0,200,5T
93,2010,4,0,215,5T
93,2010,5,0,223,5T
93,2011,1,0,240,5T
93,2011,2,0,194,5T
93,2011,3,0,210,5T
93,2011,4,0,220,5T
93,2011,5,0,232,5T
93,2012,1,0,275,5T
93,2012,2,0,255,5T
93,2012,3,0,262,5T
93,2012,4,0,325,5T
93,2012,5,0,300,5T
93,2013,1,0,210,5T
93,2013,2,0,305,5T
93,2013,3,0,325,5T
93,2013,4,0,292,5T
93,2013,5,0,318,5T
93,2014,1,0,295,5T
93,2014,2,0,315,5T
93,2014,3,0,313,5T
93,2014,4,0,335,5T
93,2014,5,0,310,5T
93,2016,1,0,375,5T
93,2016,2,0,356,5T
93,2016,3,0,405,5T
93,2016,4,0,380,5T
93,2016,5,0,385,5T
94,2013,1,1,182,5T
94,2013,2,1,115,5T
94,2013,3,1,139,5T
94,2013,4,1,151,5T
94,2013,5,1,89,5T
95,2007,1,1,27,5T
95,2007,2,1,20,5T
95,2008,1,1,31,5T
95,2008,2,1,22,5T
95,2008,3,1,17,5T
95,2009,1,1,24,5T
95,2009,2,1,39,5T
95,2009,3,1,19,5T
95,2009,4,1,14,5T
95,2010,1,1,38,5T
95,2010,2,1,47,5T
95,2010,3,1,32,5T
95,2010,4,1,14,5T
95,2010,5,1,25,5T
95,2011,1,1,49,5T
95,2011,2,1,47,5T
95,2011,3,1,57,5T
95,2011,4,1,61,5T
95,2011,5,1,52,5T
95,2012,1,1,57,5T
95,2012,2,1,43,5T
95,2012,3,1,47,5T
95,2012,4,1,55,5T
95,2012,5,1,62,5T
95,2013,1,1,98,5T
95,2013,2,1,111,5T
95,2013,3,1,49,5T
95,2013,4,1,52,5T
95,2013,5,1,82,5T
96,2009,1,1,148,5T
96,2009,2,1,143,5T
96,2009,3,0,158,5T
96,2009,4,0,168,5T
96,2009,5,0,154,5T
96,2011,1,0,211,5T
96,2011,2,0,195,5T
96,2011,3,0,225,5T
96,2011,4,0,204,5T
96,2011,5,0,220,5T
96,2012,1,0,277,5T
96,2012,2,0,240,5T
96,2012,3,0,245,5T
96,2012,4,0,232,5T
96,2012,5,0,226,5T
97,2009,1,1,145,5T
97,2009,2,1,120,5T
97,2009,3,1,140,5T
97,2009,4,1,110,5T
97,2009,5,1,135,5T
97,2011,1,1,135,5T
97,2011,2,1,163,5T
97,2011,3,1,150,5T
97,2011,4,1,155,5T
97,2011,5,0,149,5T
97,2012,1,1,130,5T
97,2012,2,1,192,5T
97,2012,3,0,157,5T
97,2012,4,0,172,5T
97,2012,5,0,118,5T
98,2007,1,1,88,5T
98,2007,2,1,101,5T
98,2007,3,1,119,5T
98,2007,4,0,92,5T
98,2007,5,0,121,5T
98,2008,1,1,97,5T
98,2008,2,1,115,5T
98,2008,3,1,115,5T
98,2008,4,1,110,5T
98,2008,5,0,113,5T
98,2009,1,0,117,5T
98,2009,2,0,137,5T
98,2009,3,0,127,5T
98,2009,4,0,135,5T
98,2009,5,0,127,5T
98,2010,1,0,108,5T
98,2010,2,0,125,5T
98,2010,3,0,127,5T
98,2010,4,0,131,5T
98,2010,5,0,118,5T
98,2011,1,0,161,5T
98,2011,2,0,184,5T
98,2011,3,0,149,5T
98,2011,4,0,137,5T
98,2011,5,0,139,5T
98,2012,1,0,211,5T
98,2012,2,0,162,5T
98,2012,3,0,155,5T
98,2012,4,0,182,5T
98,2012,5,0,121,5T
98,2013,1,1,130,5T
98,2013,2,0,121,5T
98,2013,3,0,147,5T
98,2013,4,0,125,5T
98,2013,5,0,165,5T
98,2014,1,1,129,5T
98,2014,2,1,106,5T
98,2014,3,1,147,5T
98,2014,4,1,162,5T
98,2014,5,0,162,5T
98,2016,1,1,105,5T
98,2016,2,1,123,5T
98,2016,3,1,93,5T
98,2016,4,1,107,5T
98,2016,5,0,101,5T
98,2017,1,1,76,5T
98,2017,2,1,79,5T
98,2017,3,1,86,5T
98,2017,4,0,500,5T
98,2017,5,0,500,5T
99,2007,1,1,151,5T
99,2007,2,1,141,5T
99,2007,3,1,165,5T
99,2007,4,1,170,5T
99,2007,5,1,141,5T
99,2008,1,1,170,5T
99,2008,2,1,170,5T
99,2008,3,1,143,5T
99,2008,4,1,161,5T
99,2008,5,1,155,5T
99,2009,1,1,158,5T
99,2009,2,1,156,5T
99,2009,3,1,161,5T
99,2009,4,1,155,5T
99,2009,5,1,169,5T
99,2010,1,1,188,5T
99,2010,2,1,198,5T
99,2010,3,1,203,5T
99,2010,4,0,200,5T
99,2010,5,0,208,5T
99,2011,1,0,221,5T
99,2011,2,0,223,5T
99,2011,3,0,225,5T
99,2011,4,0,233,5T
99,2011,5,0,247,5T
99,2012,1,0,235,5T
99,2012,2,0,210,5T
99,2012,3,0,251,5T
99,2012,4,0,249,5T
99,2012,5,0,255,5T
99,2013,1,0,265,5T
99,2013,2,0,271,5T
99,2013,3,0,255,5T
99,2013,4,0,293,5T
99,2013,5,0,285,5T
99,2014,1,0,295,5T
99,2014,2,0,247,5T
99,2014,3,0,322,5T
99,2014,4,0,334,5T
99,2014,5,0,243,5T
99,2017,1,0,297,5T
99,2017,2,0,360,5T
99,2017,3,0,385,5T
99,2017,4,0,350,5T
99,2017,5,0,343,5T
100,2008,1,1,187,5T
100,2008,2,1,130,5T
100,2008,3,1,152,5T
100,2008,4,1,137,5T
100,2008,5,1,160,5T
100,2009,1,1,115,5T
100,2009,2,1,113,5T
100,2009,3,1,119,5T
100,2009,4,1,140,5T
100,2009,5,1,129,5T
100,2010,1,1,184,5T
100,2010,2,1,181,5T
100,2010,3,1,198,5T
100,2010,4,1,197,5T
100,2010,5,1,193,5T
100,2011,1,1,205,5T
100,2011,2,1,225,5T
100,2011,3,1,210,5T
100,2011,4,1,250,5T
100,2011,5,0,230,5T
100,2012,1,1,180,5T
100,2012,2,1,185,5T
100,2012,3,1,190,5T
100,2012,4,1,165,5T
100,2012,5,1,163,5T
100,2013,1,1,170,5T
100,2013,2,1,190,5T
100,2013,3,1,205,5T
100,2013,4,0,160,5T
100,2013,5,0,182,5T
100,2014,1,1,205,5T
100,2014,2,1,193,5T
100,2014,3,1,223,5T
100,2014,4,0,180,5T
100,2014,5,0,190,5T
100,2016,1,1,227,5T
100,2016,2,1,223,5T
100,2016,3,0,215,5T
100,2016,4,0,225,5T
100,2016,5,0,242,5T
101,2009,1,1,110,5T
101,2009,2,1,103,5T
101,2009,3,1,103,5T
101,2009,4,1,90,5T
101,2009,5,0,133,5T
101,2011,1,0,242,5T
101,2011,2,0,265,5T
101,2011,3,0,265,5T
101,2011,4,0,270,5T
101,2011,5,0,325,5T
101,2012,1,0,325,5T
101,2012,2,0,325,5T
101,2012,3,0,325,5T
101,2012,4,0,325,5T
101,2012,5,0,325,5T
101,2014,1,0,297,5T
101,2014,2,0,292,5T
101,2014,3,0,400,5T
101,2014,4,0,400,5T
101,2014,5,0,400,5T
102,2011,1,0,82,5T
102,2011,2,0,81,5T
102,2011,3,0,86,5T
102,2011,4,0,106,5T
102,2011,5,0,95,5T
102,2012,1,0,87,5T
102,2012,2,0,99,5T
102,2012,3,0,94,5T
102,2012,4,0,118,5T
102,2012,5,0,149,5T
102,2014,1,1,107,5T
102,2014,2,1,115,5T
102,2014,3,1,118,5T
102,2014,4,1,130,5T
102,2014,5,1,112,5T
103,2007,1,1,166,5T
103,2007,2,1,158,5T
103,2007,3,1,158,5T
103,2007,4,1,158,5T
103,2007,5,1,191,5T
103,2008,1,1,172,5T
103,2008,2,1,160,5T
103,2008,3,1,167,5T
103,2008,4,1,159,5T
103,2008,5,0,166,5T
103,2009,1,1,283,5T
103,2009,2,1,260,5T
103,2009,3,0,240,5T
103,2009,4,0,235,5T
103,2009,5,0,265,5T
103,2010,1,0,335,5T
103,2010,2,0,302,5T
103,2010,3,0,330,5T
103,2010,4,0,340,5T
103,2010,5,0,285,5T
103,2011,1,0,325,5T
103,2011,2,0,340,5T
103,2011,3,0,320,5T
103,2011,4,0,325,5T
103,2011,5,0,325,5T
103,2012,1,0,425,5T
103,2012,2,0,425,5T
103,2012,3,0,425,5T
103,2012,4,0,425,5T
103,2012,5,0,425,5T
103,2013,1,0,400,5T
103,2013,2,0,400,5T
103,2013,3,0,400,5T
103,2013,4,0,400,5T
103,2013,5,0,400,5T
103,2014,1,0,500,5T
103,2014,2,0,425,5T
103,2014,3,0,425,5T
103,2014,4,0,410,5T
103,2014,5,0,400,5T
103,2016,1,0,500,5T
103,2016,2,0,500,5T
103,2016,3,0,500,5T
103,2016,4,0,500,5T
103,2016,5,0,500,5T
104,2007,1,1,55,5T
104,2007,2,1,40,5T
104,2007,3,1,35,5T
104,2007,4,1,27,5T
104,2007,5,1,65,5T
104,2008,1,1,96,5T
104,2008,2,1,118,5T
104,2008,3,1,47,5T
104,2008,4,1,64,5T
104,2008,5,1,42,5T
104,2010,1,1,57,5T
104,2010,2,1,65,5T
104,2011,1,1,98,5T
104,2011,2,1,55,5T
104,2012,1,1,77,5T
104,2012,2,1,57,5T
104,2012,3,1,82,5T
104,2013,1,1,60,5T
104,2013,2,1,80,5T
104,2013,3,1,67,5T
104,2013,4,1,49,5T
104,2014,1,1,48,5T
104,2014,2,1,70,5T
104,2014,3,1,78,5T
104,2014,4,1,52,5T
104,2014,5,1,59,5T
105,2008,1,1,117,5T
105,2008,2,1,82,5T
105,2008,3,1,96,5T
105,2008,4,1,101,5T
105,2008,5,1,58,5T
105,2009,1,1,70,5T
105,2009,2,1,65,5T
105,2009,3,1,70,5T
105,2009,4,1,57,5T
105,2009,5,1,54,5T
105,2010,1,1,111,5T
105,2010,2,1,82,5T
105,2010,3,1,72,5T
105,2010,4,1,85,5T
105,2010,5,1,104,5T
105,2011,1,1,160,5T
105,2011,2,1,111,5T
105,2011,3,1,82,5T
105,2011,4,1,79,5T
105,2011,5,1,99,5T
105,2012,1,1,72,5T
105,2012,2,1,71,5T
105,2012,3,1,47,5T
105,2012,4,1,38,5T
105,2012,5,1,33,5T
105,2013,1,1,72,5T
105,2013,2,1,59,5T
105,2013,3,1,57,5T
105,2013,4,1,47,5T
105,2013,5,1,40,5T
105,2014,1,1,85,5T
105,2014,2,1,82,5T
105,2014,3,1,68,5T
105,2014,4,1,66,5T
105,2014,5,1,80,5T
105,2016,1,1,81,5T
105,2016,2,1,71,5T
105,2016,3,1,83,5T
105,2016,4,1,87,5T
105,2016,5,1,85,5T
105,2017,1,1,62,5T
105,2017,2,1,66,5T
105,2017,3,1,81,5T
105,2017,4,1,86,5T
105,2017,5,1,74,5T
106,2007,1,1,125,5T
106,2007,2,1,80,5T
106,2007,3,1,77,5T
106,2007,4,1,77,5T
106,2007,5,1,90,5T
106,2008,1,1,94,5T
106,2008,2,1,104,5T
106,2008,3,1,103,5T
106,2008,4,1,109,5T
106,2008,5,1,95,5T
106,2009,1,1,115,5T
106,2009,2,1,104,5T
106,2009,3,1,131,5T
106,2009,4,1,110,5T
106,2009,5,0,125,5T
106,2010,1,1,142,5T
106,2010,2,1,115,5T
106,2010,3,1,136,5T
106,2010,4,1,147,5T
106,2010,5,1,149,5T
106,2011,1,1,112,5T
106,2011,2,1,141,5T
106,2011,3,1,155,5T
106,2011,4,1,139,5T
106,2011,5,0,141,5T
106,2012,1,1,170,5T
106,2012,2,1,169,5T
106,2012,3,1,180,5T
106,2012,4,1,170,5T
106,2012,5,0,195,5T
106,2013,1,0,167,5T
106,2013,2,0,162,5T
106,2013,3,0,205,5T
106,2013,4,0,177,5T
106,2013,5,0,163,5T
106,2014,1,1,163,5T
106,2014,2,1,135,5T
106,2014,3,1,130,5T
106,2014,4,0,220,5T
106,2014,5,0,237,5T
106,2016,1,1,205,5T
106,2016,2,1,230,5T
106,2016,3,1,191,5T
106,2016,4,1,170,5T
106,2016,5,1,155,5T
106,2017,1,1,167,5T
106,2017,2,1,173,5T
106,2017,3,1,156,5T
106,2017,4,1,105,5T
106,2017,5,1,137,5T
107,2008,1,1,105,5T
107,2008,2,1,138,5T
107,2008,3,1,105,5T
107,2008,4,1,111,5T
107,2008,5,0,120,5T
107,2009,1,1,165,5T
107,2009,2,1,135,5T
107,2009,3,1,155,5T
107,2009,4,1,145,5T
107,2009,5,1,140,5T
107,2010,1,1,145,5T
107,2010,2,1,147,5T
107,2010,3,1,146,5T
107,2010,4,1,131,5T
107,2010,5,0,175,5T
107,2011,1,1,140,5T
107,2011,2,1,155,5T
107,2011,3,1,160,5T
107,2011,4,1,147,5T
107,2011,5,1,185,5T
107,2012,1,1,172,5T
107,2012,2,1,155,5T
107,2012,3,1,172,5T
107,2012,4,1,181,5T
107,2012,5,0,183,5T
107,2013,1,1,205,5T
107,2013,2,1,225,5T
107,2013,3,0,230,5T
107,2013,4,0,230,5T
107,2013,5,0,187,5T
107,2014,1,1,205,5T
107,2014,2,1,225,5T
107,2014,3,0,230,5T
107,2014,4,0,230,5T
107,2014,5,0,187,5T
107,2016,1,0,340,5T
107,2016,2,0,280,5T
107,2016,3,0,305,5T
107,2016,4,0,341,5T
107,2016,5,0,263,5T
108,2007,1,1,45,5T
108,2007,2,1,43,5T
108,2007,3,1,49,5T
108,2007,4,1,45,5T
108,2007,5,1,47,5T
108,2008,1,1,66,5T
108,2008,2,1,69,5T
108,2008,3,1,66,5T
108,2008,4,1,62,5T
108,2008,5,0,69,5T
108,2009,1,1,65,5T
108,2009,2,1,70,5T
108,2009,3,1,80,5T
108,2009,4,1,68,5T
108,2009,5,0,66,5T
108,2010,1,1,75,5T
108,2010,2,1,46,5T
108,2010,3,1,45,5T
108,2010,4,1,40,5T
108,2010,5,1,40,5T
108,2011,1,1,88,5T
108,2011,2,1,65,5T
108,2011,3,1,62,5T
108,2011,4,1,53,5T
108,2011,5,0,57,5T
108,2012,1,1,55,5T
108,2012,2,1,47,5T
108,2012,3,1,47,5T
108,2012,4,1,43,5T
108,2012,5,1,40,5T
109,2007,1,1,188,5T
109,2007,2,1,144,5T
109,2007,3,1,134,5T
109,2007,4,1,130,5T
109,2007,5,0,146,5T
109,2008,1,1,170,5T
109,2008,2,1,185,5T
109,2008,3,1,160,5T
109,2008,4,1,128,5T
109,2008,5,0,205,5T
109,2009,1,0,277,5T
109,2009,2,0,315,5T
109,2009,3,0,267,5T
109,2009,4,0,282,5T
109,2009,5,0,287,5T
109,2010,1,0,325,5T
109,2010,2,0,325,5T
109,2010,3,0,325,5T
109,2010,4,0,325,5T
109,2010,5,0,325,5T
109,2011,1,0,320,5T
109,2011,2,0,425,5T
109,2011,3,0,320,5T
109,2011,4,0,310,5T
109,2011,5,0,425,5T
109,2012,1,0,325,5T
109,2012,2,0,325,5T
109,2012,3,0,325,5T
109,2012,4,0,325,5T
109,2012,5,0,325,5T
109,2013,1,0,400,5T
109,2013,2,0,400,5T
109,2013,3,0,400,5T
109,2013,4,0,400,5T
109,2013,5,0,400,5T
109,2014,1,0,320,5T
109,2014,2,0,365,5T
109,2014,3,0,369,5T
109,2014,4,0,317,5T
109,2014,5,0,319,5T
109,2016,1,0,450,5T
109,2016,2,0,450,5T
109,2016,3,0,450,5T
109,2016,4,0,450,5T
109,2016,5,0,450,5T
109,2017,1,0,404,5T
109,2017,2,0,434,5T
109,2017,3,0,400,5T
109,2017,4,0,400,5T
109,2017,5,0,400,5T
110,2007,1,1,143,5T
110,2007,2,1,123,5T
110,2007,3,1,161,5T
110,2007,4,1,116,5T
110,2007,5,1,94,5T
110,2008,1,1,205,5T
110,2008,2,1,120,5T
110,2008,3,1,190,5T
110,2008,4,1,150,5T
110,2008,5,1,181,5T
110,2009,1,1,185,5T
110,2009,2,1,155,5T
110,2009,3,1,132,5T
110,2009,4,0,127,5T
110,2009,5,0,173,5T
110,2011,1,1,240,5T
110,2011,2,1,225,5T
110,2011,3,1,188,5T
110,2011,4,1,180,5T
110,2011,5,1,160,5T
110,2012,1,1,268,5T
110,2012,2,1,240,5T
110,2012,3,1,305,5T
110,2012,4,0,325,5T
110,2012,5,0,325,5T
111,2007,1,0,50,5T
111,2007,2,0,55,5T
111,2007,3,0,60,5T
111,2007,4,0,80,5T
111,2007,5,0,55,5T
111,2008,1,1,44,5T
111,2008,2,1,42,5T
111,2008,3,0,52,5T
111,2008,4,0,46,5T
111,2008,5,0,31,5T
111,2009,1,1,70,5T
111,2009,2,1,60,5T
111,2009,3,1,53,5T
111,2009,4,1,44,5T
111,2009,5,0,60,5T
111,2010,1,1,68,5T
111,2010,2,1,72,5T
111,2010,3,0,57,5T
111,2010,4,0,75,5T
111,2010,5,0,49,5T
111,2011,1,1,82,5T
111,2011,2,1,73,5T
111,2011,3,0,105,5T
111,2011,4,0,75,5T
111,2011,5,0,76,5T
111,2012,1,1,42,5T
111,2012,2,1,60,5T
111,2012,3,1,43,5T
111,2012,4,1,45,5T
111,2012,5,1,44,5T
111,2013,1,1,53,5T
111,2013,2,1,43,5T
111,2013,3,1,38,5T
111,2013,4,1,36,5T
111,2013,5,0,28,5T
111,2014,1,1,35,5T
111,2014,2,1,52,5T
111,2014,3,1,63,5T
111,2014,4,1,58,5T
111,2014,5,1,39,5T
111,2016,1,1,28,5T
111,2016,2,1,30,5T
111,2016,3,1,48,5T
111,2016,4,1,55,5T
111,2016,5,1,41,5T
112,2007,1,1,245,5T
112,2007,2,1,217,5T
112,2007,3,1,247,5T
112,2007,4,1,250,5T
112,2007,5,0,240,5T
112,2008,1,1,183,5T
112,2008,2,1,190,5T
112,2008,3,1,270,5T
112,2008,4,1,218,5T
112,2008,5,1,220,5T
112,2009,1,0,350,5T
112,2009,2,0,266,5T
112,2009,3,0,350,5T
112,2009,4,0,350,5T
112,2009,5,0,350,5T
112,2010,1,0,325,5T
112,2010,2,0,325,5T
112,2010,3,0,325,5T
112,2010,4,0,325,5T
112,2010,5,0,325,5T
112,2011,1,0,327,5T
112,2011,2,0,341,5T
112,2011,3,0,425,5T
112,2011,4,0,425,5T
112,2011,5,0,425,5T
112,2012,1,0,425,5T
112,2012,2,0,425,5T
112,2012,3,0,425,5T
112,2012,4,0,425,5T
112,2012,5,0,425,5T
112,2013,1,0,400,5T
112,2013,2,0,400,5T
112,2013,3,0,400,5T
112,2013,4,0,400,5T
112,2013,5,0,400,5T
112,2014,1,0,500,5T
112,2014,2,0,500,5T
112,2014,3,0,500,5T
112,2014,4,0,500,5T
112,2014,5,0,500,5T
112,2016,1,0,500,5T
112,2016,2,0,500,5T
112,2016,3,0,450,5T
112,2016,4,0,450,5T
112,2016,5,0,450,5T
112,2017,1,0,600,5T
112,2017,2,0,600,5T
112,2017,3,0,600,5T
112,2017,4,0,600,5T
112,2017,5,0,600,5T
113,2008,1,1,130,5T
113,2008,2,1,102,5T
113,2008,3,1,140,5T
113,2008,4,1,168,5T
113,2008,5,0,165,5T
113,2009,1,0,202,5T
113,2009,2,0,193,5T
113,2009,3,0,205,5T
113,2009,4,0,195,5T
113,2009,5,0,197,5T
113,2010,1,1,215,5T
113,2010,2,1,235,5T
113,2010,3,1,240,5T
113,2010,4,1,232,5T
113,2010,5,1,247,5T
113,2011,1,1,250,5T
113,2011,2,1,243,5T
113,2011,3,1,230,5T
113,2011,4,1,255,5T
113,2011,5,0,232,5T
113,2012,1,1,252,5T
113,2012,2,1,245,5T
113,2012,3,0,275,5T
113,2012,4,0,253,5T
113,2012,5,0,249,5T
113,2013,1,0,325,5T
113,2013,2,0,320,5T
113,2013,3,0,321,5T
113,2013,4,0,327,5T
113,2013,5,0,348,5T
113,2014,1,0,385,5T
113,2014,2,0,360,5T
113,2014,3,0,340,5T
113,2014,4,0,340,5T
113,2014,5,0,320,5T
113,2016,1,0,330,5T
113,2016,2,0,400,5T
113,2016,3,0,425,5T
113,2016,4,0,390,5T
113,2016,5,0,450,5T
114,2007,1,1,87,5T
114,2007,2,0,75,5T
114,2007,3,0,60,5T
114,2007,4,0,39,5T
114,2008,1,1,68,5T
114,2008,2,1,45,5T
114,2008,3,1,55,5T
114,2008,4,1,91,5T
114,2008,5,1,47,5T
114,2009,1,1,173,5T
114,2009,2,1,197,5T
114,2009,3,1,167,5T
114,2009,4,0,218,5T
114,2009,5,0,209,5T
114,2010,1,1,210,5T
114,2010,2,1,241,5T
114,2010,3,1,231,5T
114,2010,4,0,225,5T
114,2010,5,0,215,5T
114,2011,1,1,222,5T
114,2011,2,1,259,5T
114,2011,3,1,213,5T
114,2011,4,1,241,5T
114,2011,5,0,187,5T
114,2012,1,1,250,5T
114,2012,2,1,230,5T
114,2012,3,0,305,5T
114,2012,4,0,250,5T
114,2012,5,0,225,5T
114,2013,1,0,360,5T
